key;geo;thema;subthema;prop
GF0201;Spain;Defence;Military defence;8
GF0202;Spain;Defence;Civil defence;0
GF0203;Spain;Defence;Foreign military aid;1
GF0204;Spain;Defence;R&D Defence;0
GF0205;Spain;Defence;Defence n.e.c.;0
GF0301;Spain;Public order and safety;Police services;13
GF0302;Spain;Public order and safety;Fire-protection services;2
GF0303;Spain;Public order and safety;Law courts;4
GF0304;Spain;Public order and safety;Prisons;2
GF0305;Spain;Public order and safety;R&D Public order and safety;0
GF0306;Spain;Public order and safety;Public order and safety n.e.c.;0
GF0401;Spain;Economic affairs;General economic, commercial and labour affairs;29
GF0402;Spain;Economic affairs;Agriculture, forestry, fishing and hunting;4
GF0403;Spain;Economic affairs;Fuel and energy;5
GF0404;Spain;Economic affairs;Mining, manufacturing and construction;1
GF0405;Spain;Economic affairs;Transport;19
GF0406;Spain;Economic affairs;Communication;1
GF0407;Spain;Economic affairs;Other industries;2
GF0408;Spain;Economic affairs;R&D Economic affairs;4
GF0409;Spain;Economic affairs;Economic affairs n.e.c.;1
GF0501;Spain;Environmental protection;Waste management;6
GF0502;Spain;Environmental protection;Waste water management;1
GF0503;Spain;Environmental protection;Pollution abatement;0
GF0504;Spain;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Spain;Environmental protection;R&D Environmental protection;0
GF0506;Spain;Environmental protection;Environmental protection n.e.c.;1
GF0601;Spain;Housing and community amenities;Housing development;2
GF0602;Spain;Housing and community amenities;Community development;0
GF0603;Spain;Housing and community amenities;Water supply;1
GF0604;Spain;Housing and community amenities;Street lighting;1
GF0605;Spain;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Spain;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Spain;Health;Medical products, appliances and equipment;12
GF0702;Spain;Health;Outpatient services;28
GF0703;Spain;Health;Hospital services;32
GF0704;Spain;Health;Public health services;1
GF0705;Spain;Health;R&D Health;3
GF0706;Spain;Health;Health n.e.c.;0
GF0801;Spain;Recreation, culture and religion;Recreational and sporting services;4
GF0802;Spain;Recreation, culture and religion;Cultural services;5
GF0803;Spain;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Spain;Recreation, culture and religion;Religious and other community services;1
GF0805;Spain;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Spain;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Spain;Education;Pre-primary and primary education;18
GF0902;Spain;Education;Secondary education;18
GF0903;Spain;Education;Post-secondary non-tertiary education;0
GF0904;Spain;Education;Tertiary education;6
GF0905;Spain;Education;Education not definable by level;1
GF0906;Spain;Education;Subsidiary services to education;1
GF0907;Spain;Education;R&D Education;1
GF0908;Spain;Education;Education n.e.c.;1
GF1001;Spain;Social protection;Sickness and disability;31
GF1002;Spain;Social protection;Old age;109
GF1003;Spain;Social protection;Survivors;26
GF1004;Spain;Social protection;Family and children;10
GF1005;Spain;Social protection;Unemployment;38
GF1006;Spain;Social protection;Housing;0
GF1007;Spain;Social protection;Social exclusion n.e.c.;5
GF1008;Spain;Social protection;R&D Social protection;0
GF1009;Spain;Social protection;Social protection n.e.c.;1
GF0101;Sweden;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;18
GF0102;Sweden;General public services;Foreign economic aid;9
GF0103;Sweden;General public services;General services;24
GF0104;Sweden;General public services;Basic research;15
GF0105;Sweden;General public services;R&D General public services;0
GF0106;Sweden;General public services;General public services n.e.c.;1
GF0107;Sweden;General public services;Public debt transactions;4
GF0108;Sweden;General public services;Transfers of a general character between different levels of government;0
GF0201;Sweden;Defence;Military defence;11
GF0202;Sweden;Defence;Civil defence;1
GF0203;Sweden;Defence;Foreign military aid;1
GF0204;Sweden;Defence;R&D Defence;0
GF0205;Sweden;Defence;Defence n.e.c.;0
GF0301;Sweden;Public order and safety;Police services;7
GF0302;Sweden;Public order and safety;Fire-protection services;2
GF0303;Sweden;Public order and safety;Law courts;3
GF0304;Sweden;Public order and safety;Prisons;2
GF0305;Sweden;Public order and safety;R&D Public order and safety;0
GF0306;Sweden;Public order and safety;Public order and safety n.e.c.;0
GF0401;Sweden;Economic affairs;General economic, commercial and labour affairs;23
GF0402;Sweden;Economic affairs;Agriculture, forestry, fishing and hunting;1
GF0403;Sweden;Economic affairs;Fuel and energy;1
GF0404;Sweden;Economic affairs;Mining, manufacturing and construction;1
GF0405;Sweden;Economic affairs;Transport;30
GF0406;Sweden;Economic affairs;Communication;0
GF0407;Sweden;Economic affairs;Other industries;0
GF0408;Sweden;Economic affairs;R&D Economic affairs;1
GF0409;Sweden;Economic affairs;Economic affairs n.e.c.;0
GF0501;Sweden;Environmental protection;Waste management;1
GF0502;Sweden;Environmental protection;Waste water management;2
GF0503;Sweden;Environmental protection;Pollution abatement;0
GF0504;Sweden;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Sweden;Environmental protection;R&D Environmental protection;0
GF0506;Sweden;Environmental protection;Environmental protection n.e.c.;2
GF0601;Sweden;Housing and community amenities;Housing development;2
GF0602;Sweden;Housing and community amenities;Community development;3
GF0603;Sweden;Housing and community amenities;Water supply;2
GF0604;Sweden;Housing and community amenities;Street lighting;0
GF0605;Sweden;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Sweden;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Sweden;Health;Medical products, appliances and equipment;8
GF0702;Sweden;Health;Outpatient services;33
GF0703;Sweden;Health;Hospital services;26
GF0704;Sweden;Health;Public health services;3
GF0705;Sweden;Health;R&D Health;2
GF0706;Sweden;Health;Health n.e.c.;2
GF0801;Sweden;Recreation, culture and religion;Recreational and sporting services;6
GF0802;Sweden;Recreation, culture and religion;Cultural services;6
GF0803;Sweden;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Sweden;Recreation, culture and religion;Religious and other community services;0
GF0805;Sweden;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Sweden;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Sweden;Education;Pre-primary and primary education;44
GF0902;Sweden;Education;Secondary education;11
GF0903;Sweden;Education;Post-secondary non-tertiary education;0
GF0904;Sweden;Education;Tertiary education;12
GF0905;Sweden;Education;Education not definable by level;2
GF0906;Sweden;Education;Subsidiary services to education;0
GF0907;Sweden;Education;R&D Education;0
GF0908;Sweden;Education;Education n.e.c.;1
GF1001;Sweden;Social protection;Sickness and disability;37
GF1002;Sweden;Social protection;Old age;107
GF1003;Sweden;Social protection;Survivors;2
GF1004;Sweden;Social protection;Family and children;25
GF1005;Sweden;Social protection;Unemployment;13
GF1006;Sweden;Social protection;Housing;3
GF1007;Sweden;Social protection;Social exclusion n.e.c.;9
GF1008;Sweden;Social protection;R&D Social protection;0
GF1009;Sweden;Social protection;Social protection n.e.c.;0
GF0101;Switzerland;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;9
GF0102;Switzerland;General public services;Foreign economic aid;4
GF0103;Switzerland;General public services;General services;13
GF0104;Switzerland;General public services;Basic research;15
GF0105;Switzerland;General public services;R&D General public services;0
GF0106;Switzerland;General public services;General public services n.e.c.;0
GF0107;Switzerland;General public services;Public debt transactions;3
GF0108;Switzerland;General public services;Transfers of a general character between different levels of government;0
GF0201;Switzerland;Defence;Military defence;8
GF0202;Switzerland;Defence;Civil defence;1
GF0203;Switzerland;Defence;Foreign military aid;0
GF0204;Switzerland;Defence;R&D Defence;0
GF0205;Switzerland;Defence;Defence n.e.c.;0
GF0301;Switzerland;Public order and safety;Police services;7
GF0302;Switzerland;Public order and safety;Fire-protection services;1
GF0303;Switzerland;Public order and safety;Law courts;3
GF0304;Switzerland;Public order and safety;Prisons;2
GF0305;Switzerland;Public order and safety;R&D Public order and safety;0
GF0306;Switzerland;Public order and safety;Public order and safety n.e.c.;4
GF0401;Switzerland;Economic affairs;General economic, commercial and labour affairs;5
GF0402;Switzerland;Economic affairs;Agriculture, forestry, fishing and hunting;7
GF0403;Switzerland;Economic affairs;Fuel and energy;4
GF0404;Switzerland;Economic affairs;Mining, manufacturing and construction;0
GF0405;Switzerland;Economic affairs;Transport;27
GF0406;Switzerland;Economic affairs;Communication;0
GF0407;Switzerland;Economic affairs;Other industries;1
GF0408;Switzerland;Economic affairs;R&D Economic affairs;1
GF0409;Switzerland;Economic affairs;Economic affairs n.e.c.;0
GF0501;Switzerland;Environmental protection;Waste management;1
GF0502;Switzerland;Environmental protection;Waste water management;3
GF0503;Switzerland;Environmental protection;Pollution abatement;1
GF0504;Switzerland;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Switzerland;Environmental protection;R&D Environmental protection;0
GF0506;Switzerland;Environmental protection;Environmental protection n.e.c.;0
GF0601;Switzerland;Housing and community amenities;Housing development;0
GF0602;Switzerland;Housing and community amenities;Community development;1
GF0603;Switzerland;Housing and community amenities;Water supply;1
GF0604;Switzerland;Housing and community amenities;Street lighting;0
GF0605;Switzerland;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Switzerland;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Switzerland;Health;Medical products, appliances and equipment;0
GF0702;Switzerland;Health;Outpatient services;2
GF0703;Switzerland;Health;Hospital services;19
GF0704;Switzerland;Health;Public health services;3
GF0705;Switzerland;Health;R&D Health;1
GF0706;Switzerland;Health;Health n.e.c.;1
GF0801;Switzerland;Recreation, culture and religion;Recreational and sporting services;4
GF0802;Switzerland;Recreation, culture and religion;Cultural services;4
GF0803;Switzerland;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Switzerland;Recreation, culture and religion;Religious and other community services;0
GF0805;Switzerland;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Switzerland;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Switzerland;Education;Pre-primary and primary education;13
GF0902;Switzerland;Education;Secondary education;17
GF0903;Switzerland;Education;Post-secondary non-tertiary education;0
GF0904;Switzerland;Education;Tertiary education;13
GF0905;Switzerland;Education;Education not definable by level;12
GF0906;Switzerland;Education;Subsidiary services to education;1
GF0907;Switzerland;Education;R&D Education;1
GF0908;Switzerland;Education;Education n.e.c.;1
GF1001;Switzerland;Social protection;Sickness and disability;31
GF1002;Switzerland;Social protection;Old age;76
GF1003;Switzerland;Social protection;Survivors;3
GF1004;Switzerland;Social protection;Family and children;6
GF1005;Switzerland;Social protection;Unemployment;28
GF1006;Switzerland;Social protection;Housing;0
GF1007;Switzerland;Social protection;Social exclusion n.e.c.;16
GF1008;Switzerland;Social protection;R&D Social protection;0
GF1009;Switzerland;Social protection;Social protection n.e.c.;0
