geo;code;thema;subthema;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Bulgaria;GF0705;Health;R&D Health;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Bulgaria;GF0706;Health;Health n.e.c.;5;5;3;3;3;2;2;5;0;0;2;3;2;2;2;2;3;2;2;5
Bulgaria;GF0801;Recreation, culture and religion;Recreational and sporting services;1;1;1;1;1;1;1;2;1;1;1;2;1;6;4;2;2;2;1;2
Bulgaria;GF0802;Recreation, culture and religion;Cultural services;3;3;4;4;4;4;4;4;3;4;4;4;5;6;6;4;6;5;4;5
Bulgaria;GF0803;Recreation, culture and religion;Broadcasting and publishing services;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1
Bulgaria;GF0804;Recreation, culture and religion;Religious and other community services;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1
Bulgaria;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;0;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Bulgaria;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Bulgaria;GF0901;Education;Pre-primary and primary education;5;7;7;7;8;6;6;7;8;7;7;7;8;9;9;7;7;7;8;8
Bulgaria;GF0902;Education;Secondary education;13;16;17;16;16;14;17;19;18;18;17;16;18;19;19;17;18;19;20;21
Bulgaria;GF0903;Education;Post-secondary non-tertiary education;4;4;5;5;4;4;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Bulgaria;GF0904;Education;Tertiary education;7;8;9;8;8;8;8;8;9;8;8;7;8;9;8;7;7;6;7;7
Bulgaria;GF0905;Education;Education not definable by level;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bulgaria;GF0906;Education;Subsidiary services to education;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Bulgaria;GF0907;Education;R&D Education;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bulgaria;GF0908;Education;Education n.e.c.;5;1;2;2;4;3;4;4;4;1;1;2;2;2;2;2;2;2;2;2
Bulgaria;GF1001;Social protection;Sickness and disability;20;#VALEUR!;11;20;19;23;17;25;3;2;2;2;3;3;2;2;2;3;4;6
Bulgaria;GF1002;Social protection;Old age;74;88;73;65;65;66;59;60;92;97;91;90;97;100;97;94;90;88;84;95
Bulgaria;GF1003;Social protection;Survivors;0;#VALEUR!;0;0;0;0;0;0;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Bulgaria;GF1004;Social protection;Family and children;17;27;11;11;10;10;15;12;20;20;18;18;19;21;20;19;19;19;18;19
Bulgaria;GF1005;Social protection;Unemployment;4;6;5;4;3;3;2;3;4;5;5;5;5;5;4;5;4;5;4;6
Bulgaria;GF1006;Social protection;Housing;2;2;5;4;3;3;3;3;2;2;2;2;2;0;0;0;1;1;1;1
Bulgaria;GF1007;Social protection;Social exclusion n.e.c.;3;#VALEUR!;3;2;2;2;1;1;0;0;0;0;1;1;1;1;1;1;1;1
Bulgaria;GF1008;Social protection;R&D Social protection;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;0;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Bulgaria;GF1009;Social protection;Social protection n.e.c.;7;4;15;4;4;3;4;3;8;3;4;6;8;4;5;2;6;4;3;3
Czechia;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;19;21;23;27;34;26;26;26;27;25;24;43;27;28;26;27;25;27;26;32
Czechia;GF0102;General public services;Foreign economic aid;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0103;General public services;General services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF0104;General public services;Basic research;2;1;1;1;1;1;4;4;4;4;5;5;6;7;6;6;6;6;6;7
Czechia;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Czechia;GF0106;General public services;General public services n.e.c.;3;3;7;3;3;3;2;3;3;3;2;3;2;2;1;2;2;2;2;2
Czechia;GF0107;General public services;Public debt transactions;10;14;12;12;12;12;12;11;13;14;14;15;14;14;11;10;8;8;8;8
Czechia;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0201;Defence;Military defence;16;16;18;11;14;11;10;9;9;8;8;7;6;6;8;6;7;8;8;9
Czechia;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0205;Defence;Defence n.e.c.;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1
Czechia;GF0301;Public order and safety;Police services;10;11;11;11;11;11;10;10;10;10;9;8;9;8;9;9;9;9;10;10
Czechia;GF0302;Public order and safety;Fire-protection services;2;3;3;3;3;3;3;3;3;3;2;2;2;2;3;2;2;3;3;3
Czechia;GF0303;Public order and safety;Law courts;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Czechia;GF0304;Public order and safety;Prisons;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Czechia;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0306;Public order and safety;Public order and safety n.e.c.;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;3
Czechia;GF0401;Economic affairs;General economic, commercial and labour affairs;7;5;10;5;5;5;5;5;5;4;4;5;4;7;4;4;4;4;4;10
Czechia;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;14;12;11;8;6;6;6;6;7;6;5;4;4;4;4;5;5;5;5;5
Czechia;GF0403;Economic affairs;Fuel and energy;3;2;3;3;2;2;2;2;2;3;9;9;11;10;11;10;10;9;9;9
Czechia;GF0404;Economic affairs;Mining, manufacturing and construction;3;3;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0405;Economic affairs;Transport;40;37;72;42;42;43;41;47;50;45;38;35;32;34;39;35;32;34;36;41
Czechia;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0407;Economic affairs;Other industries;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;2;3;3
Czechia;GF0408;Economic affairs;R&D Economic affairs;3;3;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;3;3
Czechia;GF0409;Economic affairs;Economic affairs n.e.c.;20;20;12;9;5;5;6;3;4;3;4;3;4;3;2;2;2;2;2;2
Czechia;GF0501;Environmental protection;Waste management;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Czechia;GF0502;Environmental protection;Waste water management;3;3;5;4;4;4;4;3;3;4;4;4;3;4;5;2;2;3;2;3
Czechia;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0
Czechia;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;1;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2
Czechia;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;1;1;1;-3;-1;0;1;0;1;1;0;0;0;0;0
Czechia;GF0601;Housing and community amenities;Housing development;7;3;4;9;7;6;6;5;5;3;4;3;3;3;2;3;3;3;2;2
Czechia;GF0602;Housing and community amenities;Community development;2;2;3;2;2;2;1;1;2;2;2;1;2;2;2;1;1;3;2;2
Czechia;GF0603;Housing and community amenities;Water supply;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;1;1;1;1;2;2;1;1;1;3;1;1;0;1;1;1;0;0;0;0
Czechia;GF0701;Health;Medical products, appliances and equipment;12;13;13;14;13;11;10;10;11;10;10;11;10;10;9;9;9;9;9;9
Czechia;GF0702;Health;Outpatient services;12;13;14;14;13;13;13;14;16;16;16;16;17;16;16;16;15;15;16;18
Czechia;GF0703;Health;Hospital services;30;31;30;30;28;30;29;30;34;34;33;33;33;32;34;33;34;35;35;43
Czechia;GF0704;Health;Public health services;13;13;13;12;11;13;13;13;13;14;14;13;13;14;14;13;13;13;13;18
Czechia;GF0705;Health;R&D Health;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF0706;Health;Health n.e.c.;3;3;3;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2
Czechia;GF0801;Recreation, culture and religion;Recreational and sporting services;3;4;4;4;4;5;4;4;5;4;4;4;4;4;4;4;4;5;5;5
Czechia;GF0802;Recreation, culture and religion;Cultural services;6;6;6;6;6;6;6;6;7;7;6;6;6;6;6;6;6;7;6;7
Czechia;GF0803;Recreation, culture and religion;Broadcasting and publishing services;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2
Czechia;GF0804;Recreation, culture and religion;Religious and other community services;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0
Czechia;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF0901;Education;Pre-primary and primary education;9;9;11;4;4;4;4;10;11;11;11;10;11;10;10;10;10;11;11;13
Czechia;GF0902;Education;Secondary education;21;24;25;26;25;26;24;19;20;20;20;19;18;19;19;17;18;20;22;23
Czechia;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF0904;Education;Tertiary education;6;7;6;8;7;8;8;8;8;8;8;9;9;9;8;7;6;8;8;8
Czechia;GF0905;Education;Education not definable by level;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF0906;Education;Subsidiary services to education;2;3;3;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2
Czechia;GF0907;Education;R&D Education;5;5;5;5;6;6;2;3;3;3;3;3;3;3;3;3;3;3;3;3
Czechia;GF0908;Education;Education n.e.c.;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Czechia;GF1001;Social protection;Sickness and disability;31;33;33;29;30;29;28;28;28;24;23;22;22;22;21;21;21;21;22;27
Czechia;GF1002;Social protection;Old age;62;64;63;60;59;60;60;62;69;75;78;80;80;78;75;74;72;72;73;82
Czechia;GF1003;Social protection;Survivors;6;7;7;6;6;6;6;6;6;6;7;7;7;6;6;6;5;5;5;6
Czechia;GF1004;Social protection;Family and children;11;12;11;11;14;15;19;19;20;19;17;17;17;16;16;15;15;16;16;19
Czechia;GF1005;Social protection;Unemployment;2;2;3;2;2;2;2;2;4;4;3;2;2;2;2;2;2;1;1;2
Czechia;GF1006;Social protection;Housing;2;4;5;1;1;1;1;1;1;1;1;2;2;3;3;3;2;2;2;2
Czechia;GF1007;Social protection;Social exclusion n.e.c.;5;6;5;7;4;4;3;3;4;4;4;5;5;5;5;5;4;4;3;4
Czechia;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;GF1009;Social protection;Social protection n.e.c.;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Denmark;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;16;15;15;14;14;16;16;19;18;18;22;17;17;15;15;13;13;16;16;18
Denmark;GF0102;General public services;Foreign economic aid;11;11;11;10;10;9;9;9;10;10;10;10;10;10;9;8;8;8;8;8
Denmark;GF0103;General public services;General services;3;4;4;4;4;3;4;3;4;4;4;4;5;5;4;5;4;4;4;5
Denmark;GF0104;General public services;Basic research;9;7;7;8;9;10;11;14;16;16;16;16;17;17;17;17;16;16;15;15
Denmark;GF0105;General public services;R&D General public services;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0106;General public services;General public services n.e.c.;9;9;11;10;10;11;10;9;11;11;9;25;9;10;13;9;9;10;8;11
Denmark;GF0107;General public services;Public debt transactions;34;31;28;25;21;18;17;15;20;20;21;19;18;16;16;14;8;9;8;6
Denmark;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0201;Defence;Military defence;14;14;14;14;13;15;14;13;13;12;13;13;13;10;11;10;11;11;11;11
Denmark;GF0202;Defence;Civil defence;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Denmark;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
Denmark;GF0301;Public order and safety;Police services;5;5;5;5;5;5;5;5;6;6;6;5;5;5;5;5;5;5;6;6
Denmark;GF0302;Public order and safety;Fire-protection services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Denmark;GF0303;Public order and safety;Law courts;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Denmark;GF0304;Public order and safety;Prisons;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2
Denmark;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0401;Economic affairs;General economic, commercial and labour affairs;10;10;9;9;8;8;7;7;9;8;8;8;8;7;7;6;6;6;6;21
Denmark;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;2;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2
Denmark;GF0403;Economic affairs;Fuel and energy;3;3;3;3;2;1;2;1;2;2;2;3;3;4;4;4;4;4;4;4
Denmark;GF0404;Economic affairs;Mining, manufacturing and construction;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0405;Economic affairs;Transport;17;16;17;17;17;17;16;16;18;21;20;22;21;22;22;19;19;19;18;21
Denmark;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Denmark;GF0407;Economic affairs;Other industries;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
Denmark;GF0408;Economic affairs;R&D Economic affairs;-1;2;2;2;2;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1
Denmark;GF0409;Economic affairs;Economic affairs n.e.c.;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0501;Environmental protection;Waste management;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0502;Environmental protection;Waste water management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0503;Environmental protection;Pollution abatement;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
Denmark;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;1;2;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2
Denmark;GF0505;Environmental protection;R&D Environmental protection;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0506;Environmental protection;Environmental protection n.e.c.;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Denmark;GF0601;Housing and community amenities;Housing development;4;5;5;4;3;2;3;4;4;2;3;3;3;2;2;2;2;2;2;1
Denmark;GF0602;Housing and community amenities;Community development;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0604;Housing and community amenities;Street lighting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0701;Health;Medical products, appliances and equipment;7;7;7;7;7;7;8;8;8;8;7;7;6;6;6;6;5;5;6;6
Denmark;GF0702;Health;Outpatient services;9;9;10;10;10;10;11;11;12;12;12;12;12;12;12;12;12;12;12;12
Denmark;GF0703;Health;Hospital services;49;50;51;52;52;53;53;55;63;60;60;61;61;61;61;60;59;59;58;63
Denmark;GF0704;Health;Public health services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Denmark;GF0705;Health;R&D Health;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2
Denmark;GF0706;Health;Health n.e.c.;1;1;1;1;1;1;3;2;3;3;2;4;3;4;4;4;3;4;5;5
Denmark;GF0801;Recreation, culture and religion;Recreational and sporting services;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4
Denmark;GF0802;Recreation, culture and religion;Cultural services;6;6;6;8;7;6;6;6;7;7;7;7;7;7;7;7;6;6;6;6
Denmark;GF0803;Recreation, culture and religion;Broadcasting and publishing services;0;0;0;0;0;0;2;2;2;2;2;3;3;2;2;2;2;2;2;2
Denmark;GF0804;Recreation, culture and religion;Religious and other community services;4;5;5;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4
Denmark;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0901;Education;Pre-primary and primary education;31;31;32;32;32;31;30;30;34;34;33;32;31;32;31;30;30;29;29;29
Denmark;GF0902;Education;Secondary education;16;16;16;16;16;15;14;15;16;19;17;18;18;19;18;17;16;16;16;16
Denmark;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF0904;Education;Tertiary education;11;13;13;13;12;11;11;12;14;14;14;16;16;17;17;17;16;16;16;16
Denmark;GF0905;Education;Education not definable by level;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
Denmark;GF0906;Education;Subsidiary services to education;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Denmark;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Denmark;GF0908;Education;Education n.e.c.;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Denmark;GF1001;Social protection;Sickness and disability;44;45;47;48;47;47;48;49;54;54;53;52;51;49;47;45;44;43;44;47
Denmark;GF1002;Social protection;Old age;62;62;63;63;65;65;67;68;75;76;78;80;81;83;83;83;82;82;83;85
Denmark;GF1003;Social protection;Survivors;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF1004;Social protection;Family and children;51;50;53;51;50;50;48;49;55;53;51;49;49;47;45;44;44;43;43;44
Denmark;GF1005;Social protection;Unemployment;41;42;43;43;38;31;27;25;32;35;35;34;33;31;27;24;22;20;19;22
Denmark;GF1006;Social protection;Housing;6;7;7;7;7;7;6;6;7;7;7;7;7;7;7;7;7;7;7;7
Denmark;GF1007;Social protection;Social exclusion n.e.c.;17;18;17;17;15;11;12;12;14;17;17;18;18;18;20;21;19;18;16;16
Denmark;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;GF1009;Social protection;Social protection n.e.c.;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5
Germany (until 1990 former territory of the FRG);GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;17;16;17;16;17;16;15;18;17;17;17;17;20;20;19;18;19;19;20;22
Germany (until 1990 former territory of the FRG);GF0102;General public services;Foreign economic aid;2;2;2;2;2;2;2;3;3;4;4;4;4;4;4;5;5;5;5;6
Germany (until 1990 former territory of the FRG);GF0103;General public services;General services;8;8;8;8;8;8;8;9;10;11;11;11;11;11;11;11;11;12;13;14
Germany (until 1990 former territory of the FRG);GF0104;General public services;Basic research;7;7;7;7;7;7;7;8;9;9;9;9;10;10;10;10;10;10;10;11
Germany (until 1990 former territory of the FRG);GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0106;General public services;General public services n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Germany (until 1990 former territory of the FRG);GF0107;General public services;Public debt transactions;32;32;31;29;29;28;27;27;27;26;26;24;20;17;15;13;11;10;9;7
Germany (until 1990 former territory of the FRG);GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0201;Defence;Military defence;9;9;9;9;9;9;8;8;9;8;8;10;10;9;9;9;9;9;9;10
Germany (until 1990 former territory of the FRG);GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0203;Defence;Foreign military aid;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
Germany (until 1990 former territory of the FRG);GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0301;Public order and safety;Police services;8;8;8;8;8;7;7;7;8;7;7;7;8;7;7;7;8;8;8;8
Germany (until 1990 former territory of the FRG);GF0302;Public order and safety;Fire-protection services;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
Germany (until 1990 former territory of the FRG);GF0303;Public order and safety;Law courts;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Germany (until 1990 former territory of the FRG);GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Germany (until 1990 former territory of the FRG);GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0306;Public order and safety;Public order and safety n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Germany (until 1990 former territory of the FRG);GF0401;Economic affairs;General economic, commercial and labour affairs;13;12;12;11;10;8;7;9;12;22;8;7;6;6;5;6;5;6;5;8
Germany (until 1990 former territory of the FRG);GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Germany (until 1990 former territory of the FRG);GF0403;Economic affairs;Fuel and energy;3;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2
Germany (until 1990 former territory of the FRG);GF0404;Economic affairs;Mining, manufacturing and construction;3;3;3;3;3;3;2;3;3;2;2;2;2;2;2;2;2;1;1;2
Germany (until 1990 former territory of the FRG);GF0405;Economic affairs;Transport;17;17;17;16;16;16;15;16;17;16;16;16;16;15;15;15;16;16;16;18
Germany (until 1990 former territory of the FRG);GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany (until 1990 former territory of the FRG);GF0407;Economic affairs;Other industries;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10
Germany (until 1990 former territory of the FRG);GF0408;Economic affairs;R&D Economic affairs;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3
Germany (until 1990 former territory of the FRG);GF0409;Economic affairs;Economic affairs n.e.c.;2;2;1;1;1;1;1;2;3;3;3;2;2;2;2;2;2;2;2;2
Germany (until 1990 former territory of the FRG);GF0501;Environmental protection;Waste management;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
